country,death_cause,metric_name,year,val
United States of America,Dietary risks,Percent,1997,0.175433762
United States of America,Occupational risks,Percent,1997,0.026529761
United States of America,Unsafe water source,Rate,1997,0.066728665
United States of America,Air pollution,Rate,1997,38.1694697
United States of America,Lead exposure,Rate,1997,9.049077393
United States of America,Smoking,Rate,1997,188.7548956
United States of America,Alcohol use,Rate,1997,28.30253733
United States of America,Drug use,Rate,1997,11.67960107
United States of America,High systolic blood pressure,Rate,1997,188.7470249
United States of America,Dietary risks,Rate,1997,148.0448618
United States of America,Occupational risks,Rate,1997,22.38795517
Malaysia,Unsafe water source,Number,1997,595.7542427
Malaysia,Air pollution,Number,1997,7478.919377
Malaysia,Lead exposure,Number,1997,717.7422043
Malaysia,Smoking,Number,1997,14659.33031
Malaysia,Alcohol use,Number,1997,2700.857514
Malaysia,Drug use,Number,1997,1326.930714
Malaysia,High systolic blood pressure,Number,1997,20192.30619
Malaysia,Dietary risks,Number,1997,16520.85344
Malaysia,Occupational risks,Number,1997,2354.463897
Malaysia,Unsafe water source,Percent,1997,0.006044152
Malaysia,Air pollution,Percent,1997,0.0758713
Malaysia,Lead exposure,Percent,1997,0.007280817
Malaysia,Smoking,Percent,1997,0.148709825
Malaysia,Alcohol use,Percent,1997,0.027397251
Malaysia,Drug use,Percent,1997,0.013461319
Malaysia,High systolic blood pressure,Percent,1997,0.204838101
Malaysia,Dietary risks,Percent,1997,0.16759139
Malaysia,Occupational risks,Percent,1997,0.023885055
Malaysia,Unsafe water source,Rate,1997,2.710654275
Malaysia,Air pollution,Rate,1997,34.02873757
Malaysia,Lead exposure,Rate,1997,3.265693863
Malaysia,Smoking,Rate,1997,66.6992755
Malaysia,Alcohol use,Rate,1997,12.28877689
Malaysia,Drug use,Rate,1997,6.037473434
Malaysia,High systolic blood pressure,Rate,1997,91.8740601
Malaysia,Dietary risks,Rate,1997,75.16911974
Malaysia,Occupational risks,Rate,1997,10.71270194
China,Unsafe water source,Number,1997,36540.32565
China,Air pollution,Number,1997,1823150.276
China,Lead exposure,Number,1997,179736.4284
China,Smoking,Number,1997,1814060.435
China,Alcohol use,Number,1997,378710.752
China,Drug use,Number,1997,109793.8919
China,High systolic blood pressure,Number,1997,1351725.445
China,Dietary risks,Number,1997,1188658.212
China,Occupational risks,Number,1997,421714.7313
China,Unsafe water source,Percent,1997,0.004382388
China,Air pollution,Percent,1997,0.21856469
China,Lead exposure,Percent,1997,0.021541002
China,Smoking,Percent,1997,0.217444608
China,Alcohol use,Percent,1997,0.045388823
China,Drug use,Percent,1997,0.013160322
China,High systolic blood pressure,Percent,1997,0.16204072
China,Dietary risks,Percent,1997,0.142473658
China,Occupational risks,Percent,1997,0.050548194
China,Unsafe water source,Rate,1997,2.873162284
China,Air pollution,Rate,1997,143.3541305
China,Lead exposure,Rate,1997,14.13265804
China,Smoking,Rate,1997,142.6393971
China,Alcohol use,Rate,1997,29.77798993
China,Drug use,Rate,1997,8.633083141
China,High systolic blood pressure,Rate,1997,106.2860415
China,Dietary risks,Rate,1997,93.46408062
China,Occupational risks,Rate,1997,33.15938867
United Kingdom,Unsafe water source,Number,1997,18.43745816
United Kingdom,Air pollution,Number,1997,34172.72741
United Kingdom,Lead exposure,Number,1997,4045.557683
United Kingdom,Smoking,Number,1997,162191.9649
United Kingdom,Alcohol use,Number,1997,15058.74927
United Kingdom,Drug use,Number,1997,2704.325726
United Kingdom,High systolic blood pressure,Number,1997,157811.6246
United Kingdom,Dietary risks,Number,1997,117043.3059
United Kingdom,Occupational risks,Number,1997,20957.06308
United Kingdom,Unsafe water source,Percent,1997,2.97E-05
United Kingdom,Air pollution,Percent,1997,0.055093556
United Kingdom,Lead exposure,Percent,1997,0.006522261
United Kingdom,Smoking,Percent,1997,0.261482607
United Kingdom,Alcohol use,Percent,1997,0.024277424
United Kingdom,Drug use,Percent,1997,0.004359847
United Kingdom,High systolic blood pressure,Percent,1997,0.2544212
United Kingdom,Dietary risks,Percent,1997,0.188693901
United Kingdom,Occupational risks,Percent,1997,0.033786469
United Kingdom,Unsafe water source,Rate,1997,0.031363743
United Kingdom,Air pollution,Rate,1997,58.13082495
United Kingdom,Lead exposure,Rate,1997,6.881850625
United Kingdom,Smoking,Rate,1997,275.9028452
United Kingdom,Alcohol use,Rate,1997,25.6162614
United Kingdom,Drug use,Rate,1997,4.600296708
United Kingdom,High systolic blood pressure,Rate,1997,268.4514998
United Kingdom,Dietary risks,Rate,1997,199.1009919
United Kingdom,Occupational risks,Rate,1997,35.64981369
Japan,Unsafe water source,Number,1997,202.6022769
Japan,Air pollution,Number,1997,31606.09802
Japan,Lead exposure,Number,1997,3598.550823
Japan,Smoking,Number,1997,186313.0508
Japan,Alcohol use,Number,1997,48678.96149
Japan,Drug use,Number,1997,8471.988662
Japan,High systolic blood pressure,Number,1997,174883.927
Japan,Dietary risks,Number,1997,120936.3685
Japan,Occupational risks,Number,1997,18972.42555
Global,Unsafe water source,Number,1998,2140947.406
Global,Air pollution,Number,1998,6525726.864
Global,Lead exposure,Number,1998,635405.8387
Global,Smoking,Number,1998,6540882.221
Global,Alcohol use,Number,1998,1894286.266
Global,Drug use,Number,1998,357228.6021
Global,High systolic blood pressure,Number,1998,7653805.102
Global,Dietary risks,Number,1998,5937112.9
Global,Occupational risks,Number,1998,1173300.015
Global,Unsafe water source,Percent,1998,0.042998679
Global,Air pollution,Percent,1998,0.131064882
Global,Lead exposure,Percent,1998,0.012762841
Global,Smoking,Percent,1998,0.131383969
Global,Alcohol use,Percent,1998,0.038048837
Global,Drug use,Percent,1998,0.007175098
Global,High systolic blood pressure,Percent,1998,0.153735544
Global,Dietary risks,Percent,1998,0.119255338
Global,Occupational risks,Percent,1998,0.023567272
Global,Unsafe water source,Rate,1998,35.70272243
Global,Air pollution,Rate,1998,108.8238853
Global,Lead exposure,Rate,1998,10.5961119
Global,Smoking,Rate,1998,109.076618
Global,Alcohol use,Rate,1998,31.58936861
Global,Drug use,Rate,1998,5.957191471
Global,High systolic blood pressure,Rate,1998,127.6358674
Global,Dietary risks,Rate,1998,99.00808088
Global,Occupational risks,Rate,1998,19.56610641
Global,Unsafe water source,Number,2001,1994000.704
Global,Air pollution,Number,2001,6562169.036
Global,Lead exposure,Number,2001,679134.2735
Global,Smoking,Number,2001,6767584.273
Global,Alcohol use,Number,2001,2011933.663
Global,Drug use,Number,2001,392717.6713
Global,High systolic blood pressure,Number,2001,8075036.413
Global,Dietary risks,Number,2001,6221455.649
Global,Occupational risks,Number,2001,1177179.105
Global,Unsafe water source,Percent,2001,0.039094251
Global,Air pollution,Percent,2001,0.128663702
Global,Lead exposure,Percent,2001,0.013317625
Global,Smoking,Percent,2001,0.132705121
Global,Alcohol use,Percent,2001,0.039451573
Global,Drug use,Percent,2001,0.007700428
Global,High systolic blood pressure,Percent,2001,0.158343803
Global,Dietary risks,Percent,2001,0.122000998
Global,Occupational risks,Percent,2001,0.023083087
Global,Unsafe water source,Rate,2001,31.97807154
Global,Air pollution,Rate,2001,105.2384337
Global,Lead exposure,Rate,2001,10.89137248
Global,Smoking,Rate,2001,108.5327069
Global,Alcohol use,Rate,2001,32.26566494
Global,Drug use,Rate,2001,6.298068883
Global,High systolic blood pressure,Rate,2001,129.500502
Global,Dietary risks,Rate,2001,99.7743649
Global,Occupational risks,Rate,2001,18.87858793
Japan,Unsafe water source,Percent,1998,0.000221904
Japan,Air pollution,Percent,1998,0.034321633
Japan,Lead exposure,Percent,1998,0.003858542
Japan,Smoking,Percent,1998,0.202137224
Japan,Alcohol use,Percent,1998,0.053181939
Japan,Drug use,Percent,1998,0.009420082
Japan,High systolic blood pressure,Percent,1998,0.186856904
Japan,Dietary risks,Percent,1998,0.129396041
Japan,Occupational risks,Percent,1998,0.020600238
Japan,Unsafe water source,Rate,1998,0.162750948
Japan,Air pollution,Rate,1998,25.17273125
Japan,Lead exposure,Rate,1998,2.830019496
Japan,Smoking,Rate,1998,148.2552749
Japan,Alcohol use,Rate,1998,39.00554769
Japan,Drug use,Rate,1998,6.909043946
Japan,High systolic blood pressure,Rate,1998,137.0480017
Japan,Dietary risks,Rate,1998,94.9038325
Japan,Occupational risks,Rate,1998,15.10907353
Switzerland,Unsafe water source,Number,1997,1.46266235
Switzerland,Air pollution,Number,1997,3159.31289
Switzerland,Lead exposure,Number,1997,399.5431276
Switzerland,Smoking,Number,1997,10891.03171
Switzerland,Alcohol use,Number,1997,3943.814686
Switzerland,Drug use,Number,1997,599.9060865
Switzerland,High systolic blood pressure,Number,1997,12444.47798
Switzerland,Dietary risks,Number,1997,11359.46671
Switzerland,Occupational risks,Number,1997,1694.81318
Switzerland,Unsafe water source,Percent,1997,2.32E-05
Switzerland,Air pollution,Percent,1997,0.050171947
Switzerland,Lead exposure,Percent,1997,0.006344821
Switzerland,Smoking,Percent,1997,0.172960071
Switzerland,Alcohol use,Percent,1997,0.062631429
Switzerland,Drug use,Percent,1997,0.009527072
Switzerland,High systolic blood pressure,Percent,1997,0.197626201
Switzerland,Dietary risks,Percent,1997,0.180399929
Switzerland,Occupational risks,Percent,1997,0.026915304
Switzerland,Unsafe water source,Rate,1997,0.020391175
Switzerland,Air pollution,Rate,1997,44.044412
Switzerland,Lead exposure,Rate,1997,5.570085249
Switzerland,Smoking,Rate,1997,151.8333588
Switzerland,Alcohol use,Rate,1997,54.98125857
Switzerland,Drug use,Rate,1997,8.363372593
Switzerland,High systolic blood pressure,Rate,1997,173.4901653
Switzerland,Dietary risks,Rate,1997,158.3638751
Switzerland,Occupational risks,Rate,1997,23.62762176
Japan,Unsafe water source,Percent,2001,0.00022348
Japan,Air pollution,Percent,2001,0.033206626
Japan,Lead exposure,Percent,2001,0.003635873
Japan,Smoking,Percent,2001,0.196347263
Japan,Alcohol use,Percent,2001,0.051185032
Japan,Drug use,Percent,2001,0.009490876
Japan,High systolic blood pressure,Percent,2001,0.174750101
Japan,Dietary risks,Percent,2001,0.121637324
Japan,Occupational risks,Percent,2001,0.02083836
Japan,Unsafe water source,Rate,2001,0.168699316
Japan,Air pollution,Rate,2001,25.06598438
Japan,Lead exposure,Rate,2001,2.744524189
Japan,Smoking,Rate,2001,148.2127623
Japan,Alcohol use,Rate,2001,38.63688366
Japan,Drug use,Rate,2001,7.164042143
Japan,High systolic blood pressure,Rate,2001,131.9091515
Japan,Dietary risks,Rate,2001,91.81783718
Japan,Occupational risks,Rate,2001,15.72988055
India,Unsafe water source,Number,2001,795489.1069
India,Air pollution,Number,2001,1404542.437
India,Lead exposure,Number,2001,158997.4639
India,Smoking,Number,2001,766417.7032
India,Alcohol use,Number,2001,211293.3972
India,Drug use,Number,2001,57839.73503
India,High systolic blood pressure,Number,2001,898830.26
India,Dietary risks,Number,2001,707776.4287
India,Occupational risks,Number,2001,201133.162
India,Unsafe water source,Percent,2001,0.092423609
India,Air pollution,Percent,2001,0.163215439
India,Lead exposure,Percent,2001,0.018478993
India,Smoking,Percent,2001,0.089064957
India,Alcohol use,Percent,2001,0.024553074
India,Drug use,Percent,2001,0.006722141
India,High systolic blood pressure,Percent,2001,0.104459257
India,Dietary risks,Percent,2001,0.082254168
India,Occupational risks,Percent,2001,0.02337129
India,Unsafe water source,Rate,2001,75.68190646
India,Air pollution,Rate,2001,133.6265304
India,Lead exposure,Rate,2001,15.12683339
India,Smoking,Rate,2001,72.91608699
India,Alcohol use,Rate,2001,20.10220754
India,Drug use,Rate,2001,5.502804977
India,High systolic blood pressure,Rate,2001,85.51366331
India,Dietary risks,Rate,2001,67.33702448
India,Occupational risks,Rate,2001,19.1355746
Global,Unsafe water source,Number,1999,2099432.216
Global,Air pollution,Number,1999,6522138.881
Global,Lead exposure,Number,1999,645772.6509
Global,Smoking,Number,1999,6619859.15
Global,Alcohol use,Number,1999,1935616.693
Global,Drug use,Number,1999,373305.221
Global,High systolic blood pressure,Number,1999,7805179.755
Global,Dietary risks,Number,1999,6034374.68
Global,Occupational risks,Number,1999,1174861.949
Global,Unsafe water source,Percent,1999,0.041700584
Global,Air pollution,Percent,1999,0.129547513
Global,Lead exposure,Percent,1999,0.012828181
Global,Smoking,Percent,1999,0.131504313
Global,Alcohol use,Percent,1999,0.038450218
Global,Drug use,Percent,1999,0.007415298
Global,High systolic blood pressure,Percent,1999,0.155051385
Global,Dietary risks,Percent,1999,0.119872036
Global,Occupational risks,Percent,1999,0.023338388
Global,Unsafe water source,Rate,1999,34.55337206
Global,Air pollution,Rate,1999,107.3442094
Global,Lead exposure,Rate,1999,10.62840824
Global,Smoking,Rate,1999,108.9525322
Global,Alcohol use,Rate,1999,31.85722466
Global,Drug use,Rate,1999,6.144020319
Global,High systolic blood pressure,Rate,1999,128.4610563
Global,Dietary risks,Rate,1999,99.3163732
Global,Occupational risks,Rate,1999,19.33639093
India,Unsafe water source,Number,1998,837221.032
India,Air pollution,Number,1998,1412746.694
India,Lead exposure,Number,1998,152553.0017
India,Smoking,Number,1998,762687.1713
India,Alcohol use,Number,1998,204461.1719
India,Drug use,Number,1998,47924.6191
India,High systolic blood pressure,Number,1998,848030.2644
India,Dietary risks,Number,1998,680188.114
India,Occupational risks,Number,1998,198097.4379
India,Unsafe water source,Percent,1998,0.09744556
India,Air pollution,Percent,1998,0.164440478
India,Lead exposure,Percent,1998,0.017756689
India,Smoking,Percent,1998,0.088777247
India,Alcohol use,Percent,1998,0.023797896
India,Drug use,Percent,1998,0.005578681
India,High systolic blood pressure,Percent,1998,0.098712119
India,Dietary risks,Percent,1998,0.079167181
India,Occupational risks,Percent,1998,0.023058415
India,Unsafe water source,Rate,1998,84.19325249
India,Air pollution,Rate,1998,142.069698
India,Lead exposure,Rate,1998,15.34114994
India,Smoking,Rate,1998,76.69792221
India,Alcohol use,Rate,1998,20.56117849
India,Drug use,Rate,1998,4.81943167
India,High systolic blood pressure,Rate,1998,85.28025867
India,Dietary risks,Rate,1998,68.40158983
India,Occupational risks,Rate,1998,19.92122387
China,Unsafe water source,Number,2002,19309.73323
China,Air pollution,Number,2002,1875571.928
China,Lead exposure,Number,2002,212209.167
China,Smoking,Number,2002,2068850.187
China,Alcohol use,Number,2002,408438.3313
China,Drug use,Number,2002,91714.87235
China,High systolic blood pressure,Number,2002,1623355.768
China,Dietary risks,Number,2002,1409312.6
China,Occupational risks,Number,2002,408711.057
China,Unsafe water source,Percent,2002,0.0021857
China,Air pollution,Percent,2002,0.212171508
China,Lead exposure,Percent,2002,0.024006907
China,Smoking,Percent,2002,0.23399852
China,Alcohol use,Percent,2002,0.046182394
China,Drug use,Percent,2002,0.010373601
China,High systolic blood pressure,Percent,2002,0.183634986
China,Dietary risks,Percent,2002,0.159432955
China,Occupational risks,Percent,2002,0.046240419
China,Unsafe water source,Rate,2002,1.466817786
China,Air pollution,Rate,2002,142.473344
China,Lead exposure,Rate,2002,16.11996276
China,Smoking,Rate,2002,157.1552655
China,Alcohol use,Rate,2002,31.02604277
China,Drug use,Rate,2002,6.966901326
China,High systolic blood pressure,Rate,2002,123.3143455
China,Dietary risks,Rate,2002,107.0550672
China,Occupational risks,Rate,2002,31.04675972
Malaysia,Unsafe water source,Number,2002,508.3407686
Malaysia,Air pollution,Number,2002,7958.826166
Malaysia,Lead exposure,Number,2002,845.5374019
Malaysia,Smoking,Number,2002,16135.43878
Malaysia,Alcohol use,Number,2002,2432.629159
Malaysia,Drug use,Number,2002,1967.481851
Malaysia,High systolic blood pressure,Number,2002,23288.4405
Malaysia,Dietary risks,Number,2002,18622.35558
Malaysia,Occupational risks,Number,2002,2450.556206
Malaysia,Unsafe water source,Percent,2002,0.004673545
Malaysia,Air pollution,Percent,2002,0.073170609
Malaysia,Lead exposure,Percent,2002,0.007773871
Malaysia,Smoking,Percent,2002,0.148346356
Malaysia,Alcohol use,Percent,2002,0.022365283
Malaysia,Drug use,Percent,2002,0.018089162
Malaysia,High systolic blood pressure,Percent,2002,0.21411038
Malaysia,Dietary risks,Percent,2002,0.171212437
Malaysia,Occupational risks,Percent,2002,0.022530004
Malaysia,Unsafe water source,Rate,2002,2.042623619
Malaysia,Air pollution,Rate,2002,31.98029218
Malaysia,Lead exposure,Rate,2002,3.397552929
Malaysia,Smoking,Rate,2002,64.83569758
Malaysia,Alcohol use,Rate,2002,9.774832322
Malaysia,Drug use,Rate,2002,7.905769409
Malaysia,High systolic blood pressure,Rate,2002,93.57801214
Malaysia,Dietary risks,Rate,2002,74.82866946
Malaysia,Occupational risks,Rate,2002,9.846867091
Switzerland,Unsafe water source,Number,1999,1.343855875
Switzerland,Air pollution,Number,1999,2913.373979
Switzerland,Lead exposure,Number,1999,404.4406143
Switzerland,Smoking,Number,1999,10667.74372
Switzerland,Alcohol use,Number,1999,3893.40236
Switzerland,Drug use,Number,1999,573.2741626
Switzerland,High systolic blood pressure,Number,1999,12285.78582
Switzerland,Dietary risks,Number,1999,11045.01571
Switzerland,Occupational risks,Number,1999,1694.637058
Switzerland,Unsafe water source,Percent,1999,2.15E-05
Switzerland,Air pollution,Percent,1999,0.046589312
Switzerland,Lead exposure,Percent,1999,0.006468042
Switzerland,Smoking,Percent,1999,0.170599722
Switzerland,Alcohol use,Percent,1999,0.062261885
Switzerland,Drug use,Percent,1999,0.00916788
Switzerland,High systolic blood pressure,Percent,1999,0.196472475
Switzerland,Dietary risks,Percent,1999,0.176625985
Switzerland,Occupational risks,Percent,1999,0.027100588
Switzerland,Unsafe water source,Rate,1999,0.018524815
Switzerland,Air pollution,Rate,1999,40.16034322
Switzerland,Lead exposure,Rate,1999,5.575142086
Switzerland,Smoking,Rate,1999,147.0529538
Switzerland,Alcohol use,Rate,1999,53.66986051
Switzerland,Drug use,Rate,1999,7.902482583
Switzerland,High systolic blood pressure,Rate,1999,169.357377
Switzerland,Dietary risks,Rate,1999,152.2535813
Switzerland,Occupational risks,Rate,1999,23.36027108
Japan,Unsafe water source,Number,2002,233.4791823
Japan,Air pollution,Number,2002,32152.8126
Japan,Lead exposure,Number,2002,3547.772987
Japan,Smoking,Number,2002,192374.1409
Japan,Alcohol use,Number,2002,49660.96199
Japan,Drug use,Number,2002,9357.378949
Japan,High systolic blood pressure,Number,2002,169756.6915
Japan,Dietary risks,Number,2002,118494.136
Japan,Occupational risks,Number,2002,20655.34476
United States of America,Unsafe water source,Number,1999,288.6684179
United States of America,Air pollution,Number,1999,104577.9245
United States of America,Lead exposure,Number,1999,24791.97032
United States of America,Smoking,Number,1999,517306.1363
United States of America,Alcohol use,Number,1999,78657.4622
United States of America,Drug use,Number,1999,35627.6146
United States of America,High systolic blood pressure,Number,1999,523803.7835
United States of America,Dietary risks,Number,1999,412117.1857
United States of America,Occupational risks,Number,1999,62782.28411
United States of America,Unsafe water source,Percent,1999,0.000121985
United States of America,Air pollution,Percent,1999,0.044192397
United States of America,Lead exposure,Percent,1999,0.010476371
United States of America,Smoking,Percent,1999,0.218602238
United States of America,Alcohol use,Percent,1999,0.033238991
United States of America,Drug use,Percent,1999,0.015055438
United States of America,High systolic blood pressure,Percent,1999,0.22134777
United States of America,Dietary risks,Percent,1999,0.174151061
United States of America,Occupational risks,Percent,1999,0.026530302
United States of America,Unsafe water source,Rate,1999,0.103872436
United States of America,Air pollution,Rate,1999,37.63059311
United States of America,Lead exposure,Rate,1999,8.920970196
United States of America,Smoking,Rate,1999,186.1438427
United States of America,Alcohol use,Rate,1999,28.30355421
United States of America,Drug use,Rate,1999,12.81999308
United States of America,High systolic blood pressure,Rate,1999,188.4819109
United States of America,Dietary risks,Rate,1999,148.2933822
United States of America,Occupational risks,Rate,1999,22.59114052
India,Unsafe water source,Number,1999,828465.7192
India,Air pollution,Number,1999,1385402.722
India,Lead exposure,Number,1999,150612.5523
India,Smoking,Number,1999,743474.861
India,Alcohol use,Number,1999,206391.4447
India,Drug use,Number,1999,50954.55077
India,High systolic blood pressure,Number,1999,843530.0564
India,Dietary risks,Number,1999,672802.6086
India,Occupational risks,Number,1999,196294.4656
India,Unsafe water source,Percent,1999,0.097102382
India,Air pollution,Percent,1999,0.162384305
India,Lead exposure,Percent,1999,0.017654609
India,Smoking,Percent,1999,0.087143386
India,Alcohol use,Percent,1999,0.024189198
India,Drug use,Percent,1999,0.005973151
India,High systolic blood pressure,Percent,1999,0.098878468
India,Dietary risks,Percent,1999,0.078851781
India,Occupational risks,Percent,1999,0.023008568
India,Unsafe water source,Rate,1999,81.77728714
India,Air pollution,Rate,1999,136.7521595
India,Lead exposure,Rate,1999,14.8668625
India,Smoking,Rate,1999,73.38789739
India,Alcohol use,Rate,1999,20.372759
India,Drug use,Rate,1999,5.029689018
India,High systolic blood pressure,Rate,1999,83.26427761
India,Dietary risks,Rate,1999,66.41188746
India,Occupational risks,Rate,1999,19.37609306
Switzerland,Unsafe water source,Number,2002,1.556924678
Switzerland,Air pollution,Number,2002,2563.897387
Switzerland,Lead exposure,Number,2002,402.2017227
Switzerland,Smoking,Number,2002,10321.18499
Switzerland,Alcohol use,Number,2002,3866.869946
Switzerland,Drug use,Number,2002,563.2237182
Switzerland,High systolic blood pressure,Number,2002,12050.96825
Switzerland,Dietary risks,Number,2002,10488.12434
Switzerland,Occupational risks,Number,2002,1696.931412
Switzerland,Unsafe water source,Percent,2002,2.51E-05
Switzerland,Air pollution,Percent,2002,0.041380236
Switzerland,Lead exposure,Percent,2002,0.006491657
Switzerland,Smoking,Percent,2002,0.166581092
Switzerland,Alcohol use,Percent,2002,0.062409604
Switzerland,Drug use,Percent,2002,0.009090359
Switzerland,High systolic blood pressure,Percent,2002,0.194499869
Switzerland,Dietary risks,Percent,2002,0.169273731
Switzerland,Occupational risks,Percent,2002,0.027388068
Switzerland,Unsafe water source,Rate,2002,0.021053159
Switzerland,Air pollution,Rate,2002,34.66971858
Switzerland,Lead exposure,Rate,2002,5.438681208
Switzerland,Smoking,Rate,2002,139.5658737
Switzerland,Alcohol use,Rate,2002,52.2888683
Switzerland,Drug use,Rate,2002,7.616064475
Switzerland,High systolic blood pressure,Rate,2002,162.9564739
Switzerland,Dietary risks,Rate,2002,141.8232731
Switzerland,Occupational risks,Rate,2002,22.94636861
Malaysia,Unsafe water source,Number,1999,532.0279583
Malaysia,Air pollution,Number,1999,8103.821874
Malaysia,Lead exposure,Number,1999,824.4969425
Malaysia,Smoking,Number,1999,16207.38972
Malaysia,Alcohol use,Number,1999,2833.505607
Malaysia,Drug use,Number,1999,1704.752365
Malaysia,High systolic blood pressure,Number,1999,22778.80234
Malaysia,Dietary risks,Number,1999,18642.82894
Malaysia,Occupational risks,Number,1999,2423.509186
Malaysia,Unsafe water source,Percent,1999,0.004900248
Malaysia,Air pollution,Percent,1999,0.074639933
Malaysia,Lead exposure,Percent,1999,0.00759402
Malaysia,Smoking,Percent,1999,0.149276594
Malaysia,Alcohol use,Percent,1999,0.026098191
Malaysia,Drug use,Percent,1999,0.015701753
Malaysia,High systolic blood pressure,Percent,1999,0.20980341
Malaysia,Dietary risks,Percent,1999,0.171707955
Malaysia,Occupational risks,Percent,1999,0.022321769
Malaysia,Unsafe water source,Rate,1999,2.290756409
Malaysia,Air pollution,Rate,1999,34.89268112
Malaysia,Lead exposure,Rate,1999,3.550042109
Malaysia,Smoking,Rate,1999,69.78426846
Malaysia,Alcohol use,Rate,1999,12.20024442
Malaysia,Drug use,Rate,1999,7.340163888
Malaysia,High systolic blood pressure,Rate,1999,98.0788446
Malaysia,Dietary risks,Rate,1999,80.27055575
Malaysia,Occupational risks,Rate,1999,10.43492003
United Kingdom,Unsafe water source,Number,2002,42.10841069
United Kingdom,Air pollution,Number,2002,27304.51026
United Kingdom,Lead exposure,Number,2002,3545.887216
United Kingdom,Smoking,Number,2002,144369.3073
United Kingdom,Alcohol use,Number,2002,20711.80002
United Kingdom,Drug use,Number,2002,3482.395425
United Kingdom,High systolic blood pressure,Number,2002,128682.2318
United Kingdom,Dietary risks,Number,2002,99387.14776
United Kingdom,Occupational risks,Number,2002,20062.54054
United Kingdom,Unsafe water source,Percent,2002,7.05E-05
United Kingdom,Air pollution,Percent,2002,0.045714176
United Kingdom,Lead exposure,Percent,2002,0.005936714
United Kingdom,Smoking,Percent,2002,0.241713885
United Kingdom,Alcohol use,Percent,2002,0.034677113
United Kingdom,Drug use,Percent,2002,0.005830498
United Kingdom,High systolic blood pressure,Percent,2002,0.215448506
United Kingdom,Dietary risks,Percent,2002,0.166401162
United Kingdom,Occupational risks,Percent,2002,0.033590272
United Kingdom,Unsafe water source,Rate,2002,0.070045266
United Kingdom,Air pollution,Rate,2002,45.4197075
United Kingdom,Lead exposure,Rate,2002,5.898408674
United Kingdom,Smoking,Rate,2002,240.1512294
United Kingdom,Alcohol use,Rate,2002,34.45305885
United Kingdom,Drug use,Rate,2002,5.792793207
United Kingdom,High systolic blood pressure,Rate,2002,214.0565522
United Kingdom,Dietary risks,Rate,2002,165.3256234
United Kingdom,Occupational risks,Rate,2002,33.37304769
United States of America,Unsafe water source,Number,2002,413.077039
United States of America,Air pollution,Number,2002,99743.60519
United States of America,Lead exposure,Number,2002,23984.39216
United States of America,Smoking,Number,2002,512205.5312
United States of America,Alcohol use,Number,2002,86644.884
United States of America,Drug use,Number,2002,44129.84114
United States of America,High systolic blood pressure,Number,2002,505748.4204
United States of America,Dietary risks,Number,2002,408506.5649
United States of America,Occupational risks,Number,2002,63547.94818
United States of America,Unsafe water source,Percent,2002,0.000169964
United States of America,Air pollution,Percent,2002,0.041039807
United States of America,Lead exposure,Percent,2002,0.009868549
United States of America,Smoking,Percent,2002,0.21074952
United States of America,Alcohol use,Percent,2002,0.03565034
United States of America,Drug use,Percent,2002,0.018157424
United States of America,High systolic blood pressure,Percent,2002,0.20809262
United States of America,Dietary risks,Percent,2002,0.168082204
United States of America,Occupational risks,Percent,2002,0.026147035
United States of America,Unsafe water source,Rate,2002,0.144330371
United States of America,Air pollution,Rate,2002,34.85071824
United States of America,Lead exposure,Rate,2002,8.380219381
United States of America,Smoking,Rate,2002,178.9661664
United States of America,Alcohol use,Rate,2002,30.27398532
United States of America,Drug use,Rate,2002,15.41910037
United States of America,High systolic blood pressure,Rate,2002,176.7100323
United States of America,Dietary risks,Rate,2002,142.733433
United States of America,Occupational risks,Rate,2002,22.20384587
United Kingdom,Unsafe water source,Number,1999,24.8706748
United Kingdom,Air pollution,Number,1999,31811.59413
United Kingdom,Lead exposure,Number,1999,3913.665989
United Kingdom,Smoking,Number,1999,157536.6386
United Kingdom,Alcohol use,Number,1999,17972.03041
United Kingdom,Drug use,Number,1999,3183.435503
United Kingdom,High systolic blood pressure,Number,1999,148099.9069
United Kingdom,Dietary risks,Number,1999,111010.674
United Kingdom,Occupational risks,Number,1999,20828.75601
United Kingdom,Unsafe water source,Percent,1999,4.01E-05
United Kingdom,Air pollution,Percent,1999,0.051342279
United Kingdom,Lead exposure,Percent,1999,0.00631686
United Kingdom,Smoking,Percent,1999,0.254260095
United Kingdom,Alcohol use,Percent,1999,0.029006756
United Kingdom,Drug use,Percent,1999,0.005137986
United Kingdom,High systolic blood pressure,Percent,1999,0.239031141
United Kingdom,Dietary risks,Percent,1999,0.17916861
United Kingdom,Occupational risks,Percent,1999,0.033616896
United Kingdom,Unsafe water source,Rate,1999,0.041938358
United Kingdom,Air pollution,Rate,1999,53.64253401
United Kingdom,Lead exposure,Rate,1999,6.599447991
United Kingdom,Smoking,Rate,1999,265.6473127
United Kingdom,Alcohol use,Rate,1999,30.30546814
United Kingdom,Drug use,Rate,1999,5.368091475
United Kingdom,High systolic blood pressure,Rate,1999,249.7345546
United Kingdom,Dietary risks,Rate,1999,187.1925636
United Kingdom,Occupational risks,Rate,1999,35.12264266
China,Unsafe water source,Number,1999,29011.62113
China,Air pollution,Number,1999,1819463.051
China,Lead exposure,Number,1999,189333.5764
China,Smoking,Number,1999,1907348.669
